IMEI,Phone Number,Modified Date,Blocked
354017110187081,882360012774881,3/28/2021 21:32,FALSE
354017110187198,882360012774882,1/29/2021 12:33:29 AM,True
354017110187198,882360012774882,2/28/2021 21:31,FALSE
354017110187198,882360012774882,3/28/2021 21:32,TRUE
354017110197858,882360012774877,1/29/2021 12:33:29 AM,False
354017110197858,882360012774877,2/28/2021 21:31,FALSE
354017110197858,882360012774877,3/28/2021 21:32,FALSE
354017110323579,882360012774905,1/29/2021 12:33:29 AM,False
354017110323579,882360012774905,2/28/2021 21:31,FALSE
354017110323579,882360012774905,3/28/2021 21:32,FALSE
354017110324023,882360012775526,1/29/2021 12:33:29 AM,False
354017110324023,882360012775526,2/28/2021 21:31,FALSE
354017110324023,882360012775526,3/28/2021 21:32,FALSE
354017110324049,882360012775507,1/29/2021 12:33:29 AM,True
354017110324049,882360012775507,2/28/2021 21:31,TRUE
354017110324049,882360012775507,3/28/2021 21:32,TRUE
354017110351091,882360012774924,1/29/2021 12:33:29 AM,False
354017110351091,882360012774924,2/28/2021 21:31,FALSE
354017110351091,882360012774924,3/28/2021 21:32,FALSE
354017110351141,882360012771556,1/29/2021 12:33:29 AM,True
354017110351141,882360012771556,2/28/2021 21:31,TRUE
354017110351141,882360012771556,3/28/2021 21:32,TRUE
354017110351240,882360012774920,1/29/2021 12:33:29 AM,False
354017110351240,882360012774920,2/28/2021 21:31,FALSE
354017110351240,882360012774920,3/28/2021 21:32,FALSE
354017110351257,882360012774927,1/29/2021 12:33:29 AM,False
354017110351257,882360012774927,2/28/2021 21:31,FALSE
354017110351257,882360012774927,3/28/2021 21:32,FALSE
354017110351265,882360012289555,1/29/2021 12:33:29 AM,False
354017110351265,882360012289555,2/28/2021 21:31,FALSE
354017110351265,882360012289555,3/28/2021 21:32,FALSE
354017110351273,882360012774921,1/29/2021 12:33:29 AM,False
354017110351273,882360012774921,2/28/2021 21:31,FALSE
354017110351273,882360012774921,3/28/2021 21:32,FALSE
354017110351331,882360012774919,1/29/2021 12:33:29 AM,False
354017110351331,882360012774919,2/28/2021 21:31,FALSE
354017110351331,882360012774919,3/28/2021 21:32,FALSE
354017110352776,882360012289512,1/29/2021 12:33:29 AM,True
354017110352776,882360012289512,2/28/2021 21:31,TRUE
354017110352776,882360012289512,3/28/2021 21:32,TRUE
354017110364169,882360012774911,1/29/2021 12:33:29 AM,False
354017110364169,882360012774911,2/28/2021 21:31,FALSE
354017110364169,882360012774911,3/28/2021 21:32,FALSE
354017110368640,882360011336251,1/29/2021 12:33:29 AM,True
354017110368640,882360011336251,2/28/2021 21:31,TRUE
354017110368640,882360011336251,3/28/2021 21:32,TRUE
354017110368673,882360011336214,1/29/2021 12:33:29 AM,True
354017110368673,882360011336214,2/28/2021 21:31,TRUE
354017110368673,882360011336214,3/28/2021 21:32,TRUE
354017110368780,882360012775522,1/29/2021 12:33:29 AM,True
354017110368780,882360012775522,2/28/2021 21:31,TRUE
354017110368780,882360012775522,3/28/2021 21:32,TRUE
354017110371479,882360012774862,1/29/2021 12:33:29 AM,True
354017110371479,882360012774862,2/28/2021 21:31,FALSE
354017110371479,882360012774862,3/28/2021 21:32,TRUE
354017110373228,882360012774871,1/29/2021 12:33:29 AM,True
354017110373228,882360012774871,2/28/2021 21:31,TRUE
354017110373228,882360012774871,3/28/2021 21:32,TRUE
354017110374135,882360012771502,1/29/2021 12:33:29 AM,True
354017110374135,882360012771502,2/28/2021 21:31,TRUE
354017110374135,882360012771502,3/28/2021 21:32,TRUE
354017110374739,882360012774833,1/29/2021 12:33:29 AM,False
354017110374739,882360012774833,2/28/2021 21:31,FALSE
354017110374739,882360012774833,3/28/2021 21:32,FALSE
354017110380504,882360012775525,1/29/2021 12:33:29 AM,False
354017110380504,882360012775525,2/28/2021 21:31,FALSE
354017110380504,882360012775525,3/28/2021 21:32,FALSE
354017110380520,882360012775523,1/29/2021 12:33:29 AM,False
354017110380520,882360012775523,2/28/2021 21:31,FALSE
354017110380520,882360012775523,3/28/2021 21:32,FALSE
354017110380595,882360012775508,1/29/2021 12:33:29 AM,False
354017110380595,882360012775508,2/28/2021 21:31,FALSE
354017110380595,882360012775508,3/28/2021 21:32,FALSE
354017110380678,882360012775524,1/29/2021 12:33:29 AM,True
354017110380678,882360012775524,2/28/2021 21:31,TRUE
354017110380678,882360012775524,3/28/2021 21:32,TRUE
354017110380785,882360011336213,1/29/2021 12:33:29 AM,True
354017110380785,882360011336213,2/28/2021 21:31,TRUE
354017110380785,882360011336213,3/28/2021 21:32,TRUE
354017110389455,882360012774874,1/29/2021 12:33:29 AM,False
354017110389455,882360012774874,2/28/2021 21:31,FALSE
354017110389455,882360012774874,3/28/2021 21:32,FALSE
354017110389463,882360012774864,1/29/2021 12:33:29 AM,False
354017110389463,882360012774864,2/28/2021 21:31,FALSE
354017110389463,882360012774864,3/28/2021 21:32,FALSE
354017110389539,882360012774873,1/29/2021 12:33:29 AM,True
354017110389539,882360012774873,2/28/2021 21:31,TRUE
354017110389539,882360012774873,3/28/2021 21:32,TRUE
354017110417348,882360012774922,1/29/2021 12:33:29 AM,False
354017110417348,882360012774922,2/28/2021 21:31,FALSE
354017110417348,882360012774922,3/28/2021 21:32,FALSE
354017110419591,882360012287216,1/29/2021 12:33:29 AM,True
354017110419591,882360012287216,2/28/2021 21:31,TRUE
354017110419591,882360012287216,3/28/2021 21:32,TRUE
354017110419617,882360011426965,1/29/2021 12:33:29 AM,True
354017110419617,882360011426965,2/28/2021 21:31,TRUE
354017110419617,882360011426965,3/28/2021 21:32,TRUE
354017110419682,882360011426968,1/29/2021 12:33:29 AM,True
354017110419682,882360011426968,2/28/2021 21:31,TRUE
354017110419682,882360011426968,3/28/2021 21:32,TRUE
354017110427263,882360012774925,1/29/2021 12:33:29 AM,False
354017110427263,882360012774925,2/28/2021 21:31,FALSE
354017110427263,882360012774925,3/28/2021 21:32,FALSE
354017110427420,882360012774916,1/29/2021 12:33:29 AM,False
354017110427420,882360012774916,2/28/2021 21:31,FALSE
354017110427420,882360012774916,3/28/2021 21:32,FALSE
354017110429780,882360011422289,1/29/2021 12:33:29 AM,True
354017110429780,882360011422289,2/28/2021 21:31,TRUE
354017110429780,882360011422289,3/28/2021 21:32,TRUE
354017110447527,882360012287202,1/29/2021 12:33:29 AM,True
354017110447527,882360012287202,2/28/2021 21:31,TRUE
354017110447527,882360012287202,3/28/2021 21:32,TRUE
354017110450620,882360011422288,1/29/2021 12:33:29 AM,True
354017110450620,882360011422288,2/28/2021 21:31,TRUE
354017110450620,882360011422288,3/28/2021 21:32,TRUE
354017110450703,882360011422287,1/29/2021 12:33:29 AM,True
354017110450703,882360011422287,2/28/2021 21:31,TRUE
354017110450703,882360011422287,3/28/2021 21:32,TRUE
354017110452097,882360011426954,1/29/2021 12:33:29 AM,True
354017110452097,882360011426954,2/28/2021 21:31,TRUE
354017110452097,882360011426954,3/28/2021 21:32,TRUE
354017110936495,882360012287175,1/29/2021 12:33:29 AM,False
354017110936495,882360012287175,2/28/2021 21:31,FALSE
354017110936495,882360012287175,3/28/2021 21:32,FALSE
354017110936560,882360011426983,1/29/2021 12:33:29 AM,True
354017110936560,882360011426983,2/28/2021 21:31,TRUE
354017110936560,882360011426983,3/28/2021 21:32,TRUE
354017110936669,882360011336217,1/29/2021 12:33:29 AM,True
354017110936669,882360011336217,2/28/2021 21:31,TRUE
354017110936669,882360011336217,3/28/2021 21:32,TRUE
354017115812071,882360012775584,1/29/2021 12:33:29 AM,True
354017115812071,882360012775584,2/28/2021 21:31,TRUE
354017115812071,882360012775584,3/28/2021 21:32,TRUE
354017115813269,882360012775582,1/29/2021 12:33:29 AM,True
354017115813269,882360012775582,2/28/2021 21:31,TRUE
354017115813269,882360012775582,3/28/2021 21:32,TRUE
354017116226743,882360012775585,1/29/2021 12:33:29 AM,False
354017116226743,882360012775585,2/28/2021 21:31,FALSE
354017116226743,882360012775585,3/28/2021 21:32,FALSE
354017116232741,882360012775614,1/29/2021 12:33:29 AM,True
354017116232741,882360012775614,2/28/2021 21:31,TRUE
354017116232741,882360012775614,3/28/2021 21:32,TRUE
354017116232790,882360012775616,1/29/2021 12:33:29 AM,False
354017116232790,882360012775616,2/28/2021 21:31,FALSE
354017116232790,882360012775616,3/28/2021 21:32,FALSE
354017116510799,882360012775591,1/29/2021 12:33:29 AM,False
354017116510799,882360012775591,2/28/2021 21:31,FALSE
354017116510799,882360012775591,3/28/2021 21:32,FALSE
354017116511052,882360012775589,1/29/2021 12:33:29 AM,False
354017116511052,882360012775589,2/28/2021 21:31,FALSE
354017116511052,882360012775589,3/28/2021 21:32,FALSE
358735073843780,882360007769251,1/29/2021 12:33:29 AM,False
358735073843780,882360007769251,2/28/2021 21:31,FALSE
358735073843780,882360007769251,3/28/2021 21:32,FALSE
358735073859869,882360006335259,1/29/2021 12:33:29 AM,True
358735073859869,882360006335259,2/28/2021 21:31,TRUE
358735073859869,882360006335259,3/28/2021 21:32,TRUE
358735073859885,882360008671095,1/29/2021 12:33:29 AM,False
358735073859885,882360008671095,2/28/2021 21:31,FALSE
358735073859885,882360008671095,3/28/2021 21:32,FALSE
358735073860180,882360008671080,1/29/2021 12:33:29 AM,False
358735073860180,882360008671080,2/28/2021 21:31,FALSE
358735073860180,882360008671080,3/28/2021 21:32,FALSE
359632102165690,882360012289531,1/29/2021 12:33:29 AM,True
359632102165690,882360012289531,2/28/2021 21:31,TRUE
359632102165690,882360012289531,3/28/2021 21:32,TRUE
359632103698863,882360012771557,1/29/2021 12:33:29 AM,True
359632103698863,882360012771557,2/28/2021 21:31,TRUE
359632103698863,882360012771557,3/28/2021 21:32,TRUE
359632103701501,882360012289534,1/29/2021 12:33:29 AM,False
359632103701501,882360012289534,2/28/2021 21:31,FALSE
359632103701501,882360012289534,3/28/2021 21:32,FALSE
359632103716152,882360011422290,1/29/2021 12:33:29 AM,True
359632103716152,882360011422290,2/28/2021 21:31,TRUE
359632103716152,882360011422290,3/28/2021 21:32,TRUE
359632103744873,882360011422266,1/29/2021 12:33:29 AM,True
359632103744873,882360011422266,2/28/2021 21:31,TRUE
359632103744873,882360011422266,3/28/2021 21:32,TRUE
359632103748502,882360011422270,1/29/2021 12:33:29 AM,False
359632103748502,882360011422270,2/28/2021 21:31,FALSE
359632103748502,882360011422270,3/28/2021 21:32,FALSE
359632103766710,882360011422291,1/29/2021 12:33:29 AM,True
359632103766710,882360011422291,2/28/2021 21:31,TRUE
359632103766710,882360011422291,3/28/2021 21:32,TRUE
359632108465045,882360011336246,1/29/2021 12:33:29 AM,False
359632108465045,882360011336246,2/28/2021 21:31,FALSE
359632108465045,882360011336246,3/28/2021 21:32,FALSE
359633104181461,882360012775577,1/29/2021 12:33:29 AM,False
359633104181461,882360012775577,2/28/2021 21:31,FALSE
359633104181461,882360012775577,3/28/2021 21:32,FALSE
359633104191916,882360012775579,1/29/2021 12:33:29 AM,False
359633104191916,882360012775579,2/28/2021 21:31,FALSE
359633104191916,882360012775579,3/28/2021 21:32,FALSE
359633104205328,882360012775586,1/29/2021 12:33:29 AM,False
359633104205328,882360012775586,2/28/2021 21:31,FALSE
359633104205328,882360012775586,3/28/2021 21:32,FALSE
359633104216531,882360012775618,1/29/2021 12:33:29 AM,False
359633104216531,882360012775618,2/28/2021 21:31,FALSE
359633104216531,882360012775618,3/28/2021 21:32,FALSE
359633104239418,882360012775610,1/29/2021 12:33:29 AM,False
359633104239418,882360012775610,2/28/2021 21:31,FALSE
359633104239418,882360012775610,3/28/2021 21:32,FALSE
359633104245357,882360012775613,1/29/2021 12:33:29 AM,False
359633104245357,882360012775613,2/28/2021 21:31,FALSE
359633104245357,882360012775613,3/28/2021 21:32,FALSE
359633104250480,882360012775575,1/29/2021 12:33:29 AM,True
359633104250480,882360012775575,2/28/2021 21:31,TRUE
359633104250480,882360012775575,3/28/2021 21:32,TRUE
359633104257790,882360012775576,1/29/2021 12:33:29 AM,True
359633104257790,882360012775576,2/28/2021 21:31,TRUE
359633104257790,882360012775576,3/28/2021 21:32,TRUE
359633104270611,882360012775596,1/29/2021 12:33:29 AM,False
359633104270611,882360012775596,2/28/2021 21:31,FALSE
359633104270611,882360012775596,3/28/2021 21:32,FALSE
359633104286435,882360012775615,1/29/2021 12:33:29 AM,False
359633104286435,882360012775615,2/28/2021 21:31,FALSE
359633104286435,882360012775615,3/28/2021 21:32,FALSE
359633104984732,882360012774867,1/29/2021 12:33:29 AM,False
359633104984732,882360012774867,2/28/2021 21:31,FALSE
359633104984732,882360012774867,3/28/2021 21:32,FALSE
359633105501741,882360012771477,1/29/2021 12:33:29 AM,False
359633105501741,882360012771477,2/28/2021 21:31,FALSE
359633105501741,882360012771477,3/28/2021 21:32,FALSE
359633105560143,882360012771479,1/29/2021 12:33:29 AM,True
359633105560143,882360012771479,2/28/2021 21:31,TRUE
359633105560143,882360012771479,3/28/2021 21:32,TRUE
359633106500486,882360012774870,1/29/2021 12:33:29 AM,True
359633106500486,882360012774870,2/28/2021 21:31,TRUE
359633106500486,882360012774870,3/28/2021 21:32,TRUE
359633106817971,882360012771506,1/29/2021 12:33:29 AM,True
359633106817971,882360012771506,2/28/2021 21:31,TRUE
359633106817971,882360012771506,3/28/2021 21:32,TRUE
359633106818284,882360012771533,1/29/2021 12:33:29 AM,True
359633106818284,882360012771533,2/28/2021 21:31,TRUE
359633106818284,882360012771533,3/28/2021 21:32,TRUE
359633106911741,882360012771493,1/29/2021 12:33:29 AM,False
359633106911741,882360012771493,2/28/2021 21:31,FALSE
359633106911741,882360012771493,3/28/2021 21:32,FALSE
359633106918324,882360012774863,1/29/2021 12:33:29 AM,False
359633106918324,882360012774863,2/28/2021 21:31,FALSE
359633106918324,882360012774863,3/28/2021 21:32,FALSE
359633106959526,882360012771497,1/29/2021 12:33:29 AM,True
359633106959526,882360012771497,2/28/2021 21:31,TRUE
359633106959526,882360012771497,3/28/2021 21:32,TRUE
359633106959567,882360012771544,1/29/2021 12:33:29 AM,True
359633106959567,882360012771544,2/28/2021 21:31,TRUE
359633106959567,882360012771544,3/28/2021 21:32,TRUE
359633106959633,882360012771550,1/29/2021 12:33:29 AM,True
359633106959633,882360012771550,2/28/2021 21:31,TRUE
359633106959633,882360012771550,3/28/2021 21:32,TRUE
359633106959740,500306206200716,1/29/2021 12:33:29 AM,True
359633106959740,500306206200716,2/28/2021 21:31,TRUE
359633106959740,500306206200716,3/28/2021 21:32,TRUE
359633107553344,882360012771558,1/29/2021 12:33:29 AM,True
359633107553344,882360012771558,2/28/2021 21:31,TRUE
359633107553344,882360012771558,3/28/2021 21:32,TRUE
359633107553351,882360012771478,1/29/2021 12:33:29 AM,False
359633107553351,882360012771478,2/28/2021 21:31,FALSE
359633107553351,882360012771478,3/28/2021 21:32,FALSE
359633107553492,882360012771555,1/29/2021 12:33:29 AM,False
359633107553492,882360012771555,2/28/2021 21:31,FALSE
359633107553492,882360012771555,3/28/2021 21:32,FALSE
359633107556941,882360012289533,1/29/2021 12:33:29 AM,True
359633107556941,882360012289533,2/28/2021 21:31,TRUE
359633107556941,882360012289533,3/28/2021 21:32,TRUE
359633107557006,882360012289532,1/29/2021 12:33:29 AM,False
359633107557006,882360012289532,2/28/2021 21:31,FALSE
359633107557006,882360012289532,3/28/2021 21:32,FALSE
359633107557097,882360012289530,1/29/2021 12:33:29 AM,False
359633107557097,882360012289530,2/28/2021 21:31,FALSE
359633107557097,882360012289530,3/28/2021 21:32,FALSE
359633107731460,882360012771551,1/29/2021 12:33:29 AM,True
359633107731460,882360012771551,2/28/2021 21:31,TRUE
359633107731460,882360012771551,3/28/2021 21:32,TRUE
359633107765500,882360012775739,1/29/2021 12:33:29 AM,False
359633107765500,882360012775739,2/28/2021 21:31,FALSE
359633107765500,882360012775739,3/28/2021 21:32,FALSE
359633107784154,882360012774830,1/29/2021 12:33:29 AM,True
359633107784154,882360012774830,2/28/2021 21:31,TRUE
359633107784154,882360012774830,3/28/2021 21:32,TRUE
359633107791969,882360012774949,1/29/2021 12:33:29 AM,True
359633107791969,882360012774949,2/28/2021 21:31,TRUE
359633107791969,882360012774949,3/28/2021 21:32,TRUE
359633107798006,882360012774896,1/29/2021 12:33:29 AM,False
359633107798006,882360012774896,2/28/2021 21:31,FALSE
359633107798006,882360012774896,3/28/2021 21:32,FALSE
359633108388740,882360012775742,1/29/2021 12:33:29 AM,False
359633108388740,882360012775742,2/28/2021 21:31,FALSE
359633108388740,882360012775742,3/28/2021 21:32,FALSE
359633108422051,882360012775738,1/29/2021 12:33:29 AM,True
359633108422051,882360012775738,2/28/2021 21:31,TRUE
359633108422051,882360012775738,3/28/2021 21:32,TRUE
359633108427456,882360012775689,1/29/2021 12:33:29 AM,True
359633108427456,882360012775689,2/28/2021 21:31,TRUE
359633108427456,882360012775689,3/28/2021 21:32,TRUE
